Returned,Order ID,Region,Ship Date,Order Date,_parsed_return,inferred_return_date,return_date_source
Yes,CA-2014-EH13765140-41997,Western US,2014-12-31,12/24/2014,,2015-01-07,inferred_from_ship
Yes,ID-2015-TB214007-42322,Oceania,2015-11-16,11/14/2015,,2015-11-23,inferred_from_ship
Yes,ID-2015-TB214007-42322,Oceania,2015-11-16,11/14/2015,,2015-11-23,inferred_from_ship
Yes,ID-2015-TB214007-42322,Oceania,2015-11-16,11/14/2015,,2015-11-23,inferred_from_ship
Yes,ID-2015-TB214007-42322,Oceania,2015-11-16,11/14/2015,,2015-11-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,MX-2013-ES1408018-41619,South America,2013-12-16,12/11/2013,,2013-12-23,inferred_from_ship
Yes,IN-2012-TB2152059-41207,Southeastern Asia,2012-10-30,10/25/2012,,2012-11-06,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,ES-2012-MR1754564-41157,Southern Europe,2012-09-09,9/5/2012,,2012-09-16,inferred_from_ship
Yes,IN-2015-GW1460558-42173,Southern Asia,2015-06-21,6/18/2015,,2015-06-28,inferred_from_ship
Yes,IN-2015-GW1460558-42173,Southern Asia,2015-06-21,6/18/2015,,2015-06-28,inferred_from_ship
Yes,CA-2013-JK15205140-41544,Southern US,2013-10-02,9/27/2013,,2013-10-09,inferred_from_ship
Yes,CA-2013-JK15205140-41544,Southern US,2013-10-02,9/27/2013,,2013-10-09,inferred_from_ship
Yes,IN-2015-GM1445558-42273,Southern Asia,2015-09-30,9/26/2015,,2015-10-07,inferred_from_ship
Yes,CA-2015-MG18145140-42285,Western US,2015-10-12,10/8/2015,,2015-10-19,inferred_from_ship
Yes,CA-2015-MG18145140-42285,Western US,2015-10-12,10/8/2015,,2015-10-19,inferred_from_ship
Yes,CA-2015-MG18145140-42285,Western US,2015-10-12,10/8/2015,,2015-10-19,inferred_from_ship
Yes,CA-2013-EM13960140-41548,Western US,2013-10-04,10/1/2013,,2013-10-11,inferred_from_ship
Yes,CA-2013-EM13960140-41548,Western US,2013-10-05,10/1/2013,,2013-10-12,inferred_from_ship
Yes,CA-2013-EM13960140-41548,Western US,2013-10-05,10/1/2013,,2013-10-12,inferred_from_ship
Yes,ES-2014-RM1937545-41643,Western Europe,2014-01-08,1/4/2014,,2014-01-15,inferred_from_ship
Yes,ES-2014-RM1937545-41643,Western Europe,2014-01-08,1/4/2014,,2014-01-15,inferred_from_ship
Yes,IN-2012-GG1465027-40992,Eastern Asia,2012-03-25,3/24/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-GG1465027-40992,Eastern Asia,2012-03-25,3/24/2012,,2012-04-01,inferred_from_ship
Yes,IN-2012-GG1465027-40992,Eastern Asia,2012-03-25,3/24/2012,,2012-04-01,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,IN-2014-TB2140066-41873,Eastern Asia,2014-08-26,8/22/2014,,2014-09-02,inferred_from_ship
Yes,MX-2015-MP1796518-42189,South America,2015-07-08,7/4/2015,,2015-07-15,inferred_from_ship
Yes,MX-2015-MP1796518-42189,South America,2015-07-08,7/4/2015,,2015-07-15,inferred_from_ship
Yes,MX-2015-MP1796518-42189,South America,2015-07-08,7/4/2015,,2015-07-15,inferred_from_ship
Yes,US-2012-LT17110140-41060,Southern US,2012-06-05,5/31/2012,,2012-06-12,inferred_from_ship
Yes,US-2012-LT17110140-41060,Southern US,2012-06-05,5/31/2012,,2012-06-12,inferred_from_ship
Yes,ES-2013-BF1117048-41527,Western Europe,2013-09-17,9/10/2013,,2013-09-24,inferred_from_ship
Yes,ES-2013-BF1117048-41527,Western Europe,2013-09-17,9/10/2013,,2013-09-24,inferred_from_ship
Yes,ES-2013-BF1117048-41527,Western Europe,2013-09-17,9/10/2013,,2013-09-24,inferred_from_ship
Yes,ES-2013-BF1117048-41527,Western Europe,2013-09-17,9/10/2013,,2013-09-24,inferred_from_ship
Yes,ID-2013-CC126857-41572,Oceania,2013-10-29,10/25/2013,,2013-11-05,inferred_from_ship
Yes,ID-2013-CC126857-41572,Oceania,2013-10-29,10/25/2013,,2013-11-05,inferred_from_ship
Yes,ES-2013-AJ1094548-41444,Western Europe,2013-06-26,6/19/2013,,2013-07-03,inferred_from_ship
Yes,US-2015-GZ14545140-42212,Western US,2015-08-02,7/27/2015,,2015-08-09,inferred_from_ship
Yes,US-2015-GZ14545140-42212,Western US,2015-08-02,7/27/2015,,2015-08-09,inferred_from_ship
Yes,ES-2015-BM1165045-42176,Western Europe,2015-06-23,6/21/2015,,2015-06-30,inferred_from_ship
Yes,ES-2015-BM1165045-42176,Western Europe,2015-06-23,6/21/2015,,2015-06-30,inferred_from_ship
Yes,ES-2015-BM1165045-42176,Western Europe,2015-06-23,6/21/2015,,2015-06-30,inferred_from_ship
Yes,ES-2015-BM1165045-42176,Western Europe,2015-06-23,6/21/2015,,2015-06-30,inferred_from_ship
Yes,ES-2015-BM1165045-42176,Western Europe,2015-06-23,6/21/2015,,2015-06-30,inferred_from_ship
Yes,ID-2014-RD197207-41776,Oceania,2014-05-21,5/17/2014,,2014-05-28,inferred_from_ship
Yes,ID-2014-RD197207-41776,Oceania,2014-05-21,5/17/2014,,2014-05-28,inferred_from_ship
Yes,MX-2015-DB1336018-42280,South America,2015-10-04,10/3/2015,,2015-10-11,inferred_from_ship
Yes,MX-2015-DB1336018-42280,South America,2015-10-04,10/3/2015,,2015-10-11,inferred_from_ship
Yes,MX-2015-DB1336018-42280,South America,2015-10-04,10/3/2015,,2015-10-11,inferred_from_ship
Yes,US-2012-CV12295140-40995,Central US,2012-04-01,3/27/2012,,2012-04-08,inferred_from_ship
Yes,US-2012-CV12295140-40995,Central US,2012-04-01,3/27/2012,,2012-04-08,inferred_from_ship
Yes,IT-2013-BF1102045-41418,Western Europe,2013-05-29,5/24/2013,,2013-06-05,inferred_from_ship
Yes,IT-2013-BF1102045-41418,Western Europe,2013-05-29,5/24/2013,,2013-06-05,inferred_from_ship
Yes,IT-2013-BF1102045-41418,Western Europe,2013-05-29,5/24/2013,,2013-06-05,inferred_from_ship
Yes,IN-2015-LT1676511-42286,Southern Asia,2015-10-11,10/9/2015,,2015-10-18,inferred_from_ship
Yes,IN-2015-VB217451-42349,Southern Asia,2015-12-15,12/11/2015,,2015-12-22,inferred_from_ship
Yes,IN-2015-VB217451-42349,Southern Asia,2015-12-15,12/11/2015,,2015-12-22,inferred_from_ship
Yes,IN-2015-VB217451-42349,Southern Asia,2015-12-15,12/11/2015,,2015-12-22,inferred_from_ship
Yes,IT-2014-JG15115104-41952,Southern Europe,2014-11-14,11/9/2014,,2014-11-21,inferred_from_ship
Yes,IT-2014-JG15115104-41952,Southern Europe,2014-11-14,11/9/2014,,2014-11-21,inferred_from_ship
Yes,MX-2012-JP1552018-41174,South America,2012-09-27,9/22/2012,,2012-10-04,inferred_from_ship
Yes,MX-2012-JP1552018-41174,South America,2012-09-27,9/22/2012,,2012-10-04,inferred_from_ship
Yes,MX-2012-RD1993051-41223,Central America,2012-11-11,11/10/2012,,2012-11-18,inferred_from_ship
Yes,IN-2015-AT1043559-42243,Southeastern Asia,2015-08-31,8/27/2015,,2015-09-07,inferred_from_ship
Yes,IN-2015-AT1043559-42243,Southeastern Asia,2015-08-31,8/27/2015,,2015-09-07,inferred_from_ship
Yes,IN-2015-AT1043559-42243,Southeastern Asia,2015-08-31,8/27/2015,,2015-09-07,inferred_from_ship
Yes,IN-2015-AT1043559-42243,Southeastern Asia,2015-08-31,8/27/2015,,2015-09-07,inferred_from_ship
Yes,IN-2012-SC2069559-41248,Southeastern Asia,2012-12-11,12/5/2012,,2012-12-18,inferred_from_ship
Yes,ES-2012-ER13855120-41159,Southern Europe,2012-09-10,9/7/2012,,2012-09-17,inferred_from_ship
Yes,ES-2012-ER13855120-41159,Southern Europe,2012-09-10,9/7/2012,,2012-09-17,inferred_from_ship
Yes,ES-2012-TB2162545-41262,Western Europe,2012-12-23,12/19/2012,,2012-12-30,inferred_from_ship
Yes,ES-2012-TB2162545-41262,Western Europe,2012-12-23,12/19/2012,,2012-12-30,inferred_from_ship
Yes,ES-2013-CM124458-41375,Western Europe,2013-04-15,4/11/2013,,2013-04-22,inferred_from_ship
Yes,ES-2013-CM124458-41375,Western Europe,2013-04-15,4/11/2013,,2013-04-22,inferred_from_ship
Yes,ES-2013-CM124458-41375,Western Europe,2013-04-15,4/11/2013,,2013-04-22,inferred_from_ship
Yes,ES-2013-CM124458-41375,Western Europe,2013-04-15,4/11/2013,,2013-04-22,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,US-2012-BF11170140-41266,Western US,2012-12-28,12/23/2012,,2013-01-04,inferred_from_ship
Yes,ID-2014-CJ1187592-41831,Oceania,2014-07-15,7/11/2014,,2014-07-22,inferred_from_ship
Yes,ID-2014-CJ1187592-41831,Oceania,2014-07-15,7/11/2014,,2014-07-22,inferred_from_ship
Yes,RS-2015-GG4650108-42102,Eastern Europe,2015-04-12,4/8/2015,,2015-04-19,inferred_from_ship
Yes,ES-2015-KA1652545-42353,Western Europe,2015-12-19,12/15/2015,,2015-12-26,inferred_from_ship
Yes,ES-2015-KA1652545-42353,Western Europe,2015-12-19,12/15/2015,,2015-12-26,inferred_from_ship
Yes,ES-2015-KA1652545-42353,Western Europe,2015-12-19,12/15/2015,,2015-12-26,inferred_from_ship
Yes,MX-2014-CW1190593-41788,Central America,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,MX-2015-SV2078582-42347,Central America,2015-12-09,12/9/2015,,2015-12-16,inferred_from_ship
Yes,MX-2015-SV2078582-42347,Central America,2015-12-09,12/9/2015,,2015-12-16,inferred_from_ship
Yes,MX-2015-SV2078582-42347,Central America,2015-12-09,12/9/2015,,2015-12-16,inferred_from_ship
Yes,ES-2012-DJ1351048-40923,Western Europe,2012-01-20,1/15/2012,,2012-01-27,inferred_from_ship
Yes,ES-2012-DJ1351048-40923,Western Europe,2012-01-20,1/15/2012,,2012-01-27,inferred_from_ship
Yes,ES-2012-DJ1351048-40923,Western Europe,2012-01-20,1/15/2012,,2012-01-27,inferred_from_ship
Yes,ES-2012-DJ1351048-40923,Western Europe,2012-01-20,1/15/2012,,2012-01-27,inferred_from_ship
Yes,ES-2012-DJ1351048-40923,Western Europe,2012-01-20,1/15/2012,,2012-01-27,inferred_from_ship
Yes,CA-2014-HF14995140-41761,Southern US,2014-05-05,5/2/2014,,2014-05-12,inferred_from_ship
Yes,CA-2014-HF14995140-41761,Southern US,2014-05-05,5/2/2014,,2014-05-12,inferred_from_ship
Yes,CA-2014-HF14995140-41761,Southern US,2014-05-05,5/2/2014,,2014-05-12,inferred_from_ship
Yes,CA-2014-CL12565140-41788,Western US,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,CA-2014-CL12565140-41788,Western US,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,CA-2014-CL12565140-41788,Western US,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,CA-2014-CL12565140-41788,Western US,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,CA-2014-CL12565140-41788,Western US,2014-06-04,5/29/2014,,2014-06-11,inferred_from_ship
Yes,CA-2012-LR16915140-41128,Western US,2012-08-14,8/7/2012,,2012-08-21,inferred_from_ship
Yes,CA-2012-LR16915140-41128,Western US,2012-08-14,8/7/2012,,2012-08-21,inferred_from_ship
Yes,CA-2012-LR16915140-41128,Western US,2012-08-14,8/7/2012,,2012-08-21,inferred_from_ship
Yes,CA-2012-LR16915140-41128,Western US,2012-08-14,8/7/2012,,2012-08-21,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,CA-2015-KH16510140-42347,Western US,2015-12-13,12/9/2015,,2015-12-20,inferred_from_ship
Yes,MX-2015-KC1667518-42070,South America,2015-03-11,3/7/2015,,2015-03-18,inferred_from_ship
Yes,MX-2015-KC1667518-42070,South America,2015-03-11,3/7/2015,,2015-03-18,inferred_from_ship
Yes,CA-2014-ON18715140-41959,Southern US,2014-11-16,11/16/2014,,2014-11-23,inferred_from_ship
Yes,IN-2013-MA1799559-41314,Southeastern Asia,2013-02-12,2/9/2013,,2013-02-19,inferred_from_ship
Yes,IN-2013-MA1799559-41314,Southeastern Asia,2013-02-12,2/9/2013,,2013-02-19,inferred_from_ship
Yes,IN-2013-MA1799559-41314,Southeastern Asia,2013-02-12,2/9/2013,,2013-02-19,inferred_from_ship
Yes,IN-2013-MA1799559-41314,Southeastern Asia,2013-02-12,2/9/2013,,2013-02-19,inferred_from_ship
Yes,IN-2013-MA1799559-41314,Southeastern Asia,2013-02-12,2/9/2013,,2013-02-19,inferred_from_ship
Yes,IS-2014-RA928563-41916,Western Asia,2014-10-06,10/4/2014,,2014-10-13,inferred_from_ship
Yes,IS-2014-RA928563-41916,Western Asia,2014-10-06,10/4/2014,,2014-10-13,inferred_from_ship
Yes,IN-2012-TB2162588-41177,Southeastern Asia,2012-10-02,9/25/2012,,2012-10-09,inferred_from_ship
Yes,IN-2012-TB2162588-41177,Southeastern Asia,2012-10-02,9/25/2012,,2012-10-09,inferred_from_ship
Yes,IN-2012-MC1784559-41116,Southeastern Asia,2012-07-30,7/26/2012,,2012-08-06,inferred_from_ship
Yes,IN-2012-MC1784559-41116,Southeastern Asia,2012-07-30,7/26/2012,,2012-08-06,inferred_from_ship
Yes,IN-2012-MC1784559-41116,Southeastern Asia,2012-07-30,7/26/2012,,2012-08-06,inferred_from_ship
Yes,IN-2012-MC1784559-41116,Southeastern Asia,2012-07-30,7/26/2012,,2012-08-06,inferred_from_ship
Yes,ID-2014-KH16690144-41991,Southeastern Asia,2014-12-20,12/18/2014,,2014-12-27,inferred_from_ship
Yes,ID-2014-KH16690144-41991,Southeastern Asia,2014-12-20,12/18/2014,,2014-12-27,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2015-AT1073545-42367,Western Europe,2015-12-29,12/29/2015,,2016-01-05,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,ES-2014-PO1885048-41898,Western Europe,2014-09-19,9/16/2014,,2014-09-26,inferred_from_ship
Yes,CA-2015-EB13750140-42111,Southern US,2015-04-19,4/17/2015,,2015-04-26,inferred_from_ship
Yes,CA-2015-EB13750140-42111,Southern US,2015-04-19,4/17/2015,,2015-04-26,inferred_from_ship
Yes,EG-2015-AC66038-42250,North Africa,2015-09-07,9/3/2015,,2015-09-14,inferred_from_ship
Yes,EG-2015-AC66038-42250,North Africa,2015-09-07,9/3/2015,,2015-09-14,inferred_from_ship
Yes,EG-2015-AC66038-42250,North Africa,2015-09-07,9/3/2015,,2015-09-14,inferred_from_ship
Yes,EG-2015-AC66038-42250,North Africa,2015-09-07,9/3/2015,,2015-09-14,inferred_from_ship
Yes,EG-2015-AC66038-42250,North Africa,2015-09-07,9/3/2015,,2015-09-14,inferred_from_ship
Yes,IN-2013-TH2111558-41488,Southern Asia,2013-08-08,8/2/2013,,2013-08-15,inferred_from_ship
Yes,IN-2013-TH2111558-41488,Southern Asia,2013-08-08,8/2/2013,,2013-08-15,inferred_from_ship
Yes,ES-2012-GH14485139-41054,Northern Europe,2012-05-29,5/25/2012,,2012-06-05,inferred_from_ship
Yes,ES-2012-GH14485139-41054,Northern Europe,2012-05-29,5/25/2012,,2012-06-05,inferred_from_ship
Yes,ES-2012-GH14485139-41054,Northern Europe,2012-05-29,5/25/2012,,2012-06-05,inferred_from_ship
Yes,ES-2014-LL1684048-41986,Western Europe,2014-12-19,12/13/2014,,2014-12-26,inferred_from_ship
Yes,CA-2014-NS18640140-41985,Eastern US,2014-12-12,12/12/2014,,2014-12-19,inferred_from_ship
Yes,CA-2014-NS18640140-41985,Eastern US,2014-12-12,12/12/2014,,2014-12-19,inferred_from_ship
Yes,CA-2014-NS18640140-41985,Eastern US,2014-12-12,12/12/2014,,2014-12-19,inferred_from_ship
Yes,CA-2014-NS18640140-41985,Eastern US,2014-12-12,12/12/2014,,2014-12-19,inferred_from_ship
Yes,CA-2014-NS18640140-41985,Eastern US,2014-12-12,12/12/2014,,2014-12-19,inferred_from_ship
Yes,ID-2012-MD1786059-40965,Southeastern Asia,2012-02-29,2/26/2012,,2012-03-07,inferred_from_ship
Yes,ES-2012-TB2140048-40968,Western Europe,2012-03-04,2/29/2012,,2012-03-11,inferred_from_ship
Yes,ES-2012-TB2140048-40968,Western Europe,2012-03-04,2/29/2012,,2012-03-11,inferred_from_ship
Yes,ES-2012-TB2140048-40968,Western Europe,2012-03-04,2/29/2012,,2012-03-11,inferred_from_ship
Yes,RS-2015-TB11520108-42126,Eastern Europe,2015-05-04,5/2/2015,,2015-05-11,inferred_from_ship
Yes,ID-2015-BG1169588-42012,Southeastern Asia,2015-01-13,1/8/2015,,2015-01-20,inferred_from_ship
Yes,ID-2015-BG1169588-42012,Southeastern Asia,2015-01-13,1/8/2015,,2015-01-20,inferred_from_ship
Yes,ID-2015-BG1169588-42012,Southeastern Asia,2015-01-13,1/8/2015,,2015-01-20,inferred_from_ship
Yes,ID-2015-BG1169588-42012,Southeastern Asia,2015-01-13,1/8/2015,,2015-01-20,inferred_from_ship
Yes,CA-2014-ES14020140-41802,Eastern US,2014-06-14,6/12/2014,,2014-06-21,inferred_from_ship
Yes,ES-2015-HG14965120-42080,Southern Europe,2015-03-22,3/17/2015,,2015-03-29,inferred_from_ship
Yes,ES-2015-HG14965120-42080,Southern Europe,2015-03-22,3/17/2015,,2015-03-29,inferred_from_ship
Yes,ES-2015-HG14965120-42080,Southern Europe,2015-03-22,3/17/2015,,2015-03-29,inferred_from_ship
Yes,ES-2015-HG14965120-42080,Southern Europe,2015-03-22,3/17/2015,,2015-03-29,inferred_from_ship
Yes,MX-2012-SW2075593-41250,Central America,2012-12-13,12/7/2012,,2012-12-20,inferred_from_ship
Yes,MX-2012-SW2075593-41250,Central America,2012-12-13,12/7/2012,,2012-12-20,inferred_from_ship
Yes,CA-2012-BP11095140-41261,Western US,2012-12-20,12/18/2012,,2012-12-27,inferred_from_ship
Yes,CA-2012-BP11095140-41261,Western US,2012-12-20,12/18/2012,,2012-12-27,inferred_from_ship
Yes,CA-2012-BP11095140-41261,Western US,2012-12-20,12/18/2012,,2012-12-27,inferred_from_ship
Yes,CA-2012-BP11095140-41261,Western US,2012-12-20,12/18/2012,,2012-12-27,inferred_from_ship
Yes,IN-2014-BG110357-41735,Oceania,2014-04-10,4/6/2014,,2014-04-17,inferred_from_ship
Yes,IN-2014-BG110357-41735,Oceania,2014-04-10,4/6/2014,,2014-04-17,inferred_from_ship
Yes,IN-2014-BG110357-41735,Oceania,2014-04-10,4/6/2014,,2014-04-17,inferred_from_ship
Yes,IN-2014-BG110357-41735,Oceania,2014-04-10,4/6/2014,,2014-04-17,inferred_from_ship
Yes,IN-2014-BG110357-41735,Oceania,2014-04-10,4/6/2014,,2014-04-17,inferred_from_ship
Yes,ES-2015-EB1417064-42012,Southern Europe,2015-01-15,1/8/2015,,2015-01-22,inferred_from_ship
Yes,ES-2015-EB1417064-42012,Southern Europe,2015-01-15,1/8/2015,,2015-01-22,inferred_from_ship
Yes,MX-2015-EH1418531-42166,Caribbean,2015-06-17,6/11/2015,,2015-06-24,inferred_from_ship
Yes,IN-2015-DS1303058-42173,Southern Asia,2015-06-22,6/18/2015,,2015-06-29,inferred_from_ship
Yes,CA-2015-AG10900140-42126,Southern US,2015-05-03,5/2/2015,,2015-05-10,inferred_from_ship
Yes,CA-2015-AG10900140-42126,Southern US,2015-05-03,5/2/2015,,2015-05-10,inferred_from_ship
Yes,ES-2013-DE1325545-41278,Western Europe,2013-01-08,1/4/2013,,2013-01-15,inferred_from_ship
Yes,SA-2013-JD6150110-41600,Western Asia,2013-11-24,11/22/2013,,2013-12-01,inferred_from_ship
Yes,ID-2015-HA1490592-42287,Oceania,2015-10-14,10/10/2015,,2015-10-21,inferred_from_ship
Yes,ID-2015-HA1490592-42287,Oceania,2015-10-14,10/10/2015,,2015-10-21,inferred_from_ship
Yes,ID-2015-HA1490592-42287,Oceania,2015-10-14,10/10/2015,,2015-10-21,inferred_from_ship
Yes,ID-2015-HA1490592-42287,Oceania,2015-10-14,10/10/2015,,2015-10-21,inferred_from_ship
Yes,ID-2015-HA1490592-42287,Oceania,2015-10-14,10/10/2015,,2015-10-21,inferred_from_ship
Yes,CA-2013-IM15070140-41459,Central US,2013-07-09,7/4/2013,,2013-07-16,inferred_from_ship
Yes,US-2015-TZ2144518-42259,South America,2015-09-19,9/12/2015,,2015-09-26,inferred_from_ship
Yes,US-2015-TZ2144518-42259,South America,2015-09-19,9/12/2015,,2015-09-26,inferred_from_ship
Yes,ES-2015-DK1309045-42158,Western Europe,2015-06-09,6/3/2015,,2015-06-16,inferred_from_ship
Yes,ES-2015-DK1309045-42158,Western Europe,2015-06-09,6/3/2015,,2015-06-16,inferred_from_ship
Yes,MX-2013-PT1909082-41579,Central America,2013-11-03,11/1/2013,,2013-11-10,inferred_from_ship
Yes,MX-2013-PT1909082-41579,Central America,2013-11-03,11/1/2013,,2013-11-10,inferred_from_ship
