order_id,order_date,ship_date,ship_mode,order_priority,market,region,customer_id
CA-2012-AS10090140-41173,2012-09-21,2012-09-28,Standard Class,Medium,USCA,Eastern US,AS-100901406
CA-2013-AS10090140-41587,2013-11-09,2013-11-13,Standard Class,Medium,USCA,Central US,AS-100901402
TU-2013-SF10200134-41417,2013-05-23,2013-05-26,First Class,High,Asia Pacific,Western Asia,SF-10200134
CA-2014-AS10090140-41812,2014-06-22,2014-06-27,Standard Class,High,USCA,Eastern US,AS-100901406
SG-2015-JW5220111-42108,2015-04-14,2015-04-17,Second Class,Medium,Africa,Western Africa,JW-5220111
MX-2015-CC1210082-42245,2015-08-29,2015-09-02,Standard Class,High,LATAM,Central America,CC-1210082
ID-2015-RD1993092-42140,2015-05-16,2015-05-18,Second Class,High,Asia Pacific,Oceania,RD-1993092
CM-2013-BP123022-41621,2013-12-13,2013-12-15,First Class,Critical,Africa,Central Africa,BP-123022
ES-2012-SA20830139-40998,2012-03-30,2012-04-03,Standard Class,High,Europe,Northern Europe,SA-20830139
IN-2013-EM1381058-41308,2013-02-03,2013-02-07,Second Class,Medium,Asia Pacific,Southern Asia,EM-1381058
IN-2014-CS12175130-41788,2014-05-29,2014-06-01,Second Class,Medium,Asia Pacific,Southeastern Asia,CS-12175130
IT-2013-JD16060120-41515,2013-08-29,2013-09-01,First Class,Critical,Europe,Southern Europe,JD-16060120
IN-2012-GH1466527-41074,2012-06-14,2012-06-16,First Class,Critical,Asia Pacific,Eastern Asia,GH-1466527
IN-2015-CM1193527-42244,2015-08-28,2015-08-31,First Class,Medium,Asia Pacific,Eastern Asia,CM-1193527
MX-2012-JB1600093-41208,2012-10-26,2012-10-27,First Class,Critical,LATAM,Central America,JB-1600093
RS-2015-RB9465108-42082,2015-03-19,2015-03-23,Second Class,Medium,Europe,Eastern Europe,RB-9465108
MX-2015-RB1979518-42258,2015-09-11,2015-09-18,Standard Class,Low,LATAM,South America,RB-1979518
ID-2013-PO191957-41514,2013-08-28,2013-08-28,Same Day,Critical,Asia Pacific,Oceania,PO-191957
IN-2014-TS212057-41852,2014-08-01,2014-08-04,Second Class,Critical,Asia Pacific,Oceania,TS-212057
SF-2015-MV8190117-42362,2015-12-24,2015-12-27,First Class,Medium,Africa,Southern Africa,MV-8190117
ES-2013-BD11560139-41327,2013-02-22,2013-02-25,First Class,High,Europe,Northern Europe,BD-11560139
IN-2015-PS1876059-42288,2015-10-11,2015-10-13,Second Class,Critical,Asia Pacific,Southeastern Asia,PS-1876059
US-2015-FM1421551-42115,2015-04-21,2015-04-23,Second Class,Critical,LATAM,Central America,FM-1421551
IN-2014-CA1277558-41802,2014-06-12,2014-06-17,Standard Class,Medium,Asia Pacific,Southern Asia,CA-1277558
ES-2014-CD1279048-41899,2014-09-17,2014-09-20,First Class,High,Europe,Western Europe,CD-1279048
IN-2015-NL1831092-42266,2015-09-19,2015-09-19,Same Day,Critical,Asia Pacific,Oceania,NL-1831092
IT-2015-TB2105545-42334,2015-11-26,2015-12-03,Standard Class,Medium,Europe,Western Europe,TB-2105545
IN-2015-KD1649527-42175,2015-06-20,2015-06-26,Standard Class,Low,Asia Pacific,Eastern Asia,KD-1649527
HU-2015-EH412557-42300,2015-10-23,2015-10-25,First Class,High,Europe,Eastern Europe,EH-412557
IN-2012-KB1660058-41136,2012-08-15,2012-08-19,Standard Class,Medium,Asia Pacific,Southern Asia,KB-1660058
CA-2015-AS10090140-42096,2015-04-02,2015-04-05,Second Class,High,USCA,Central US,AS-100901402
ES-2015-MG1769564-42018,2015-01-14,2015-01-16,First Class,High,Europe,Southern Europe,MG-1769564
ID-2015-VF21715102-42321,2015-11-13,2015-11-15,Second Class,Critical,Asia Pacific,Southeastern Asia,VF-21715102
ID-2014-AM1070559-41803,2014-06-13,2014-06-13,Same Day,High,Asia Pacific,Southeastern Asia,AM-1070559
IN-2015-BP11290113-42269,2015-09-22,2015-09-25,Second Class,Critical,Asia Pacific,Southeastern Asia,BP-11290113
AO-2012-HZ49504-40916,2012-01-08,2012-01-13,Standard Class,High,Africa,Central Africa,HZ-49504
IN-2014-EM1382566-41850,2014-07-30,2014-07-30,Same Day,Critical,Asia Pacific,Eastern Asia,EM-1382566
US-2015-AS10090140-42341,2015-12-03,2015-12-06,First Class,Medium,USCA,Southern US,AS-100901408
IN-2015-BS1180059-42124,2015-04-30,2015-05-04,Standard Class,Medium,Asia Pacific,Southeastern Asia,BS-1180059
MX-2012-DV1346539-41179,2012-09-27,2012-09-29,Second Class,High,LATAM,Central America,DV-1346539
IN-2015-MB173057-42179,2015-06-24,2015-06-28,Standard Class,Medium,Asia Pacific,Oceania,MB-173057
IT-2012-PC19000120-41004,2012-04-05,2012-04-07,First Class,High,Europe,Southern Europe,PC-19000120
IT-2015-CA1231045-42223,2015-08-07,2015-08-09,Second Class,Critical,Europe,Western Europe,CA-1231045
ES-2015-MB1808545-42049,2015-02-14,2015-02-16,First Class,Critical,Europe,Western Europe,MB-1808545
CA-2012-AS10090140-41266,2012-12-23,2012-12-25,First Class,High,USCA,Western US,AS-100901404
RO-2013-DB3660107-41503,2013-08-17,2013-08-19,Second Class,Critical,Europe,Eastern Europe,DB-3660107
MX-2013-BG1174018-41493,2013-08-07,2013-08-08,First Class,High,LATAM,South America,BG-1174018
CA-2014-AS10090140-41762,2014-05-03,2014-05-07,Standard Class,Medium,USCA,Central US,AS-100901402
IN-2013-KB1631578-41495,2013-08-09,2013-08-11,First Class,Critical,Asia Pacific,Southeastern Asia,KB-1631578
ID-2014-PK190757-41691,2014-02-21,2014-02-22,First Class,High,Asia Pacific,Oceania,PK-190757
ID-2013-CS121757-41473,2013-07-18,2013-07-19,First Class,High,Asia Pacific,Oceania,CS-121757
CA-2014-AS10090140-41894,2014-09-12,2014-09-17,Standard Class,High,USCA,Central US,AS-100901402
ES-2015-AF1088545-42103,2015-04-09,2015-04-12,First Class,Critical,Europe,Western Europe,AF-1088545
ES-2013-SJ2050045-41443,2013-06-18,2013-06-20,Second Class,Medium,Europe,Western Europe,SJ-2050045
ES-2014-DM1295545-42004,2014-12-31,2015-01-02,First Class,High,Europe,Western Europe,DM-1295545
IT-2013-CC1261048-41289,2013-01-15,2013-01-17,First Class,High,Europe,Western Europe,CC-1261048
CG-2013-BW106533-41437,2013-06-12,2013-06-14,First Class,Medium,Africa,Central Africa,BW-106533
IN-2015-BE114557-42080,2015-03-17,2015-03-22,Second Class,Medium,Asia Pacific,Oceania,BE-114557
ES-2013-TG2164014-41591,2013-11-13,2013-11-17,Standard Class,High,Europe,Western Europe,TG-2164014
ES-2015-VM2168545-42140,2015-05-16,2015-05-19,First Class,High,Europe,Western Europe,VM-2168545
MX-2015-SC2069539-42360,2015-12-22,2015-12-24,First Class,High,LATAM,Central America,SC-2069539
ID-2014-SN2056097-41896,2014-09-14,2014-09-14,Same Day,Medium,Asia Pacific,Southern Asia,SN-2056097
ID-2014-CD122807-41646,2014-01-07,2014-01-13,Standard Class,Medium,Asia Pacific,Oceania,CD-122807
ES-2015-CC1210045-42182,2015-06-27,2015-06-27,Same Day,Critical,Europe,Western Europe,CC-1210045
ES-2013-BG1103544-41468,2013-07-13,2013-07-16,Second Class,Critical,Europe,Northern Europe,BG-1103544
IN-2015-CC125507-42046,2015-02-11,2015-02-11,Same Day,Critical,Asia Pacific,Oceania,CC-125507
IN-2015-AB101057-42153,2015-05-29,2015-06-05,Standard Class,Low,Asia Pacific,Oceania,AB-101057
IN-2015-SV2078559-42110,2015-04-16,2015-04-18,Second Class,High,Asia Pacific,Southeastern Asia,SV-2078559
ES-2015-HW1493545-42335,2015-11-27,2015-11-29,First Class,Critical,Europe,Western Europe,HW-1493545
IN-2012-AS1028558-41221,2012-11-08,2012-11-10,First Class,Critical,Asia Pacific,Southern Asia,AS-1028558
ES-2015-LD1685545-42265,2015-09-18,2015-09-18,Same Day,High,Europe,Western Europe,LD-1685545
MX-2015-NS1850528-42059,2015-02-24,2015-02-27,First Class,High,LATAM,South America,NS-1850528
MX-2014-CM1271582-41885,2014-09-03,2014-09-05,First Class,Critical,LATAM,Central America,CM-1271582
IN-2014-VG2180527-41996,2014-12-23,2014-12-25,First Class,Critical,Asia Pacific,Eastern Asia,VG-2180527
GH-2015-JD606049-42172,2015-06-17,2015-06-19,First Class,Critical,Africa,Western Africa,JD-606049
ID-2015-MG17680144-42078,2015-03-15,2015-03-17,Second Class,High,Asia Pacific,Southeastern Asia,MG-17680144
IN-2015-CD1228058-42197,2015-07-12,2015-07-13,First Class,Medium,Asia Pacific,Southern Asia,CD-1228058
ES-2015-DB13210139-42164,2015-06-09,2015-06-12,First Class,Critical,Europe,Northern Europe,DB-13210139
ES-2015-CS118608-42292,2015-10-15,2015-10-17,Second Class,Critical,Europe,Western Europe,CS-118608
IN-2015-AF1088558-42222,2015-08-06,2015-08-09,Second Class,High,Asia Pacific,Southern Asia,AF-1088558
ID-2013-BN11470130-41633,2013-12-25,2013-12-28,Second Class,Medium,Asia Pacific,Southeastern Asia,BN-11470130
ES-2013-GG1465045-41615,2013-12-07,2013-12-07,Same Day,High,Europe,Western Europe,GG-1465045
IR-2014-BS166560-41807,2014-06-17,2014-06-18,First Class,Medium,Asia Pacific,Southern Asia,BS-166560
IN-2015-AC1045058-42311,2015-11-03,2015-11-07,Standard Class,Medium,Asia Pacific,Southern Asia,AC-1045058
ES-2013-CK1220564-41422,2013-05-28,2013-05-31,First Class,Critical,Europe,Southern Europe,CK-1220564
ES-2014-JD16150139-41868,2014-08-17,2014-08-20,Second Class,Critical,Europe,Northern Europe,JD-16150139
UP-2012-CC2550137-41062,2012-06-02,2012-06-04,First Class,Critical,Europe,Eastern Europe,CC-2550137
IT-2012-MS17830139-41103,2012-07-13,2012-07-14,First Class,Critical,Europe,Northern Europe,MS-17830139
ES-2012-GT14710120-41198,2012-10-16,2012-10-23,Standard Class,Low,Europe,Southern Europe,GT-14710120
IN-2012-CL1270058-41226,2012-11-13,2012-11-19,Standard Class,Medium,Asia Pacific,Southern Asia,CL-1270058
ES-2015-MM1792045-42199,2015-07-14,2015-07-18,Second Class,High,Europe,Western Europe,MM-1792045
MX-2015-CM1216093-42158,2015-06-03,2015-06-05,First Class,High,LATAM,Central America,CM-1216093
IN-2015-DB1306027-42353,2015-12-15,2015-12-17,Second Class,High,Asia Pacific,Eastern Asia,DB-1306027
MZ-2015-JW522087-42183,2015-06-28,2015-06-28,Same Day,Critical,Africa,Eastern Africa,JW-522087
US-2015-BN1147082-42358,2015-12-20,2015-12-24,Standard Class,High,LATAM,Central America,BN-1147082
IN-2013-JC157757-41310,2013-02-05,2013-02-08,First Class,Critical,Asia Pacific,Oceania,JC-157757
MX-2012-HL1504093-40929,2012-01-21,2012-01-27,Standard Class,Low,LATAM,Central America,HL-1504093
MX-2013-LH1690018-41489,2013-08-03,2013-08-05,First Class,Medium,LATAM,South America,LH-1690018
ID-2015-DV1304559-42304,2015-10-27,2015-10-31,Second Class,High,Asia Pacific,Southeastern Asia,DV-1304559
IN-2013-BT1153058-41331,2013-02-26,2013-03-04,Standard Class,Medium,Asia Pacific,Southern Asia,BT-1153058
IR-2013-BM165060-41436,2013-06-11,2013-06-12,First Class,Critical,Asia Pacific,Southern Asia,BM-165060
IN-2012-MG1820558-40962,2012-02-23,2012-02-26,First Class,High,Asia Pacific,Southern Asia,MG-1820558
MX-2014-FC1424528-41840,2014-07-20,2014-07-27,Standard Class,Low,LATAM,South America,FC-1424528
MX-2014-TT2122051-41727,2014-03-29,2014-04-01,Second Class,High,LATAM,Central America,TT-2122051
IN-2015-CY1274558-42300,2015-10-23,2015-10-25,First Class,Critical,Asia Pacific,Southern Asia,CY-1274558
MX-2015-SJ2021582-42179,2015-06-24,2015-06-26,Second Class,High,LATAM,Central America,SJ-2021582
MX-2014-PB1880593-41942,2014-10-30,2014-11-05,Standard Class,Low,LATAM,Central America,PB-1880593
IN-2014-RW1969027-41763,2014-05-04,2014-05-06,First Class,High,Asia Pacific,Eastern Asia,RW-1969027
ZA-2012-DB3360146-41159,2012-09-07,2012-09-09,Second Class,Critical,Africa,Eastern Africa,DB-3360146
ES-2013-DK1315048-41386,2013-04-22,2013-04-26,Standard Class,Medium,Europe,Western Europe,DK-1315048
SF-2014-RW9540117-41942,2014-10-30,2014-11-04,Second Class,High,Africa,Southern Africa,RW-9540117
IN-2012-PS1904527-41014,2012-04-15,2012-04-16,First Class,High,Asia Pacific,Eastern Asia,PS-1904527
CA-2014-AB10105140-41991,2014-12-18,2014-12-22,Standard Class,Medium,USCA,Central US,AB-101051402
IN-2015-MO1780066-42308,2015-10-31,2015-11-04,Standard Class,Medium,Asia Pacific,Eastern Asia,MO-1780066
IN-2014-NF1847527-41741,2014-04-12,2014-04-14,First Class,Critical,Asia Pacific,Eastern Asia,NF-1847527
IN-2014-MR1754558-41954,2014-11-11,2014-11-11,Same Day,Critical,Asia Pacific,Southern Asia,MR-1754558
IT-2013-CB1241548-41560,2013-10-13,2013-10-17,Standard Class,High,Europe,Western Europe,CB-1241548
ID-2013-LC1705092-41560,2013-10-13,2013-10-16,Second Class,Critical,Asia Pacific,Oceania,LC-1705092
IN-2015-RA1988527-42034,2015-01-30,2015-02-03,Standard Class,High,Asia Pacific,Eastern Asia,RA-1988527
CG-2013-MG814533-41559,2013-10-12,2013-10-16,Second Class,Medium,Africa,Central Africa,MG-814533
CA-2015-AB10105140-42161,2015-06-06,2015-06-07,First Class,High,USCA,Central US,AB-101051402
CA-2015-AB10105140-42328,2015-11-20,2015-11-24,Standard Class,Medium,USCA,Southern US,AB-101051408
ID-2014-EM1396058-41901,2014-09-19,2014-09-23,Standard Class,High,Asia Pacific,Southern Asia,EM-1396058
MX-2013-DJ1342082-41639,2013-12-31,2014-01-05,Standard Class,High,LATAM,Central America,DJ-1342082
ES-2015-CD1192045-42367,2015-12-29,2015-12-31,Second Class,High,Europe,Western Europe,CD-1192045
MX-2014-BO1142582-41958,2014-11-15,2014-11-19,Standard Class,High,LATAM,Central America,BO-1142582
CA-2012-AB10105140-41262,2012-12-19,2012-12-22,First Class,Medium,USCA,Central US,AB-101051402
CA-2015-AB10105140-42143,2015-05-19,2015-05-21,First Class,Medium,USCA,Western US,AB-101051404
ID-2015-KM16720102-42255,2015-09-08,2015-09-11,First Class,Medium,Asia Pacific,Southeastern Asia,KM-16720102
ES-2014-SV2078545-41807,2014-06-17,2014-06-19,First Class,High,Europe,Western Europe,SV-2078545
MX-2012-BG1169582-41250,2012-12-07,2012-12-07,Same Day,High,LATAM,Central America,BG-1169582
IN-2015-CS121307-42266,2015-09-19,2015-09-21,Second Class,High,Asia Pacific,Oceania,CS-121307
US-2014-AB10105140-41908,2014-09-26,2014-10-01,Standard Class,Medium,USCA,Western US,AB-101051404
IZ-2015-BD163561-42045,2015-02-10,2015-02-14,Standard Class,High,Asia Pacific,Western Asia,BD-163561
ES-2015-RF19345120-42043,2015-02-08,2015-02-11,First Class,High,Europe,Southern Europe,RF-19345120
ID-2014-JE1616559-41856,2014-08-05,2014-08-07,First Class,Critical,Asia Pacific,Southeastern Asia,JE-1616559
IR-2015-MG768060-42109,2015-04-15,2015-04-18,First Class,Critical,Asia Pacific,Southern Asia,MG-768060
CA-2013-AB10105140-41585,2013-11-07,2013-11-12,Standard Class,Medium,USCA,Central US,AB-101051402
IN-2015-CC1247558-42129,2015-05-05,2015-05-07,Second Class,High,Asia Pacific,Southern Asia,CC-1247558
ES-2014-LT1676564-41947,2014-11-04,2014-11-06,Second Class,Critical,Europe,Southern Europe,LT-1676564
ES-2015-FH14365120-42165,2015-06-10,2015-06-12,First Class,Medium,Europe,Southern Europe,FH-14365120
ES-2013-BF1097545-41517,2013-08-31,2013-09-02,Second Class,Critical,Europe,Western Europe,BF-1097545
IN-2014-CJ1201027-41810,2014-06-20,2014-06-22,Second Class,Critical,Asia Pacific,Eastern Asia,CJ-1201027
HU-2015-SH997557-42239,2015-08-23,2015-08-28,Standard Class,Medium,Europe,Eastern Europe,SH-997557
US-2013-SL2015582-41422,2013-05-28,2013-05-29,First Class,Critical,LATAM,Central America,SL-2015582
LI-2015-NC834073-42143,2015-05-19,2015-05-21,Second Class,Critical,Africa,Western Africa,NC-834073
SF-2014-JB5400117-41758,2014-04-29,2014-04-30,First Class,Critical,Africa,Southern Africa,JB-5400117
MX-2015-TB2125031-42289,2015-10-12,2015-10-15,First Class,High,LATAM,Caribbean,TB-2125031
MX-2015-PS1897028-42109,2015-04-15,2015-04-17,First Class,Critical,LATAM,South America,PS-1897028
ES-2015-BB1154548-42336,2015-11-28,2015-12-03,Standard Class,High,Europe,Western Europe,BB-1154548
GG-2013-SG1047047-41405,2013-05-11,2013-05-13,Second Class,High,Asia Pacific,Western Asia,SG-1047047
IN-2014-SP20920130-41808,2014-06-18,2014-06-24,Standard Class,Medium,Asia Pacific,Southeastern Asia,SP-20920130
IN-2013-NZ1856558-41398,2013-05-04,2013-05-06,Second Class,High,Asia Pacific,Southern Asia,NZ-1856558
IN-2012-Dp1324027-41223,2012-11-10,2012-11-14,Standard Class,Medium,Asia Pacific,Eastern Asia,Dp-1324027
ES-2015-GZ1447064-42362,2015-12-24,2015-12-24,Same Day,Medium,Europe,Southern Europe,GZ-1447064
MX-2015-AH1007582-42139,2015-05-15,2015-05-19,Standard Class,High,LATAM,Central America,AH-1007582
PL-2015-CB2025103-42347,2015-12-09,2015-12-12,First Class,High,Europe,Eastern Europe,CB-2025103
IN-2012-SC200507-41249,2012-12-06,2012-12-10,Standard Class,High,Asia Pacific,Oceania,SC-200507
IT-2014-AM10705125-41892,2014-09-10,2014-09-15,Second Class,Medium,Europe,Western Europe,AM-10705125
AL-2012-SC102302-40970,2012-03-02,2012-03-04,Second Class,High,Europe,Southern Europe,SC-102302
ID-2013-JS1559559-41275,2013-01-01,2013-01-05,Standard Class,High,Asia Pacific,Southeastern Asia,JS-1559559
ID-2013-BS1138059-41577,2013-10-30,2013-11-03,Standard Class,Medium,Asia Pacific,Southeastern Asia,BS-1138059
IN-2014-TC21295130-41962,2014-11-19,2014-11-19,Same Day,High,Asia Pacific,Southeastern Asia,TC-21295130
RS-2014-JL5130108-41866,2014-08-15,2014-08-17,Second Class,Medium,Europe,Eastern Europe,JL-5130108
IN-2014-Dp1324066-41798,2014-06-08,2014-06-08,Same Day,High,Asia Pacific,Eastern Asia,Dp-1324066
IN-2015-NF1838511-42279,2015-10-02,2015-10-06,Standard Class,High,Asia Pacific,Southern Asia,NF-1838511
ES-2015-AS10090139-42062,2015-02-27,2015-03-03,Standard Class,High,Europe,Northern Europe,AS-10090139
IN-2014-EL137357-41943,2014-10-31,2014-11-04,Standard Class,Medium,Asia Pacific,Oceania,EL-137357
IN-2014-FH1427559-41991,2014-12-18,2014-12-25,Standard Class,Medium,Asia Pacific,Southeastern Asia,FH-1427559
IN-2015-LT1676558-42133,2015-05-09,2015-05-15,Standard Class,Low,Asia Pacific,Southern Asia,LT-1676558
IN-2015-BN1147027-42189,2015-07-04,2015-07-08,Standard Class,Medium,Asia Pacific,Eastern Asia,BN-1147027
ES-2013-BP11230120-41411,2013-05-17,2013-05-21,Standard Class,High,Europe,Southern Europe,BP-11230120
IN-2012-DM1352558-41123,2012-08-02,2012-08-05,Second Class,Critical,Asia Pacific,Southern Asia,DM-1352558
CA-2015-AB10105140-42267,2015-09-20,2015-09-26,Standard Class,Low,USCA,Western US,AB-101051404
CD-2014-SM1032025-41684,2014-02-14,2014-02-16,Second Class,Critical,Africa,Central Africa,SM-1032025
IN-2013-PM191357-41417,2013-05-23,2013-05-23,Same Day,Critical,Asia Pacific,Oceania,PM-191357
MW-2015-TS1143085-42220,2015-08-04,2015-08-09,Second Class,Medium,Europe,Southern Europe,TS-1143085
MX-2014-TS2134018-41956,2014-11-13,2014-11-18,Standard Class,High,LATAM,South America,TS-2134018
IN-2015-AM107057-42047,2015-02-12,2015-02-14,Second Class,Medium,Asia Pacific,Oceania,AM-107057
MX-2015-LS1724582-42319,2015-11-11,2015-11-14,First Class,Critical,LATAM,Central America,LS-1724582
IN-2014-DR129407-41728,2014-03-30,2014-04-01,First Class,Medium,Asia Pacific,Oceania,DR-129407
IN-2014-CM1181597-41870,2014-08-19,2014-08-21,Second Class,Medium,Asia Pacific,Southern Asia,CM-1181597
ES-2015-FG1426045-42153,2015-05-29,2015-05-31,Second Class,Critical,Europe,Western Europe,FG-1426045
IR-2013-KN670560-41508,2013-08-22,2013-08-29,Standard Class,Low,Asia Pacific,Southern Asia,KN-670560
WA-2015-TB1152089-42190,2015-07-05,2015-07-05,Same Day,High,Africa,Southern Africa,TB-1152089
IT-2013-GM1444091-41347,2013-03-14,2013-03-17,First Class,High,Europe,Western Europe,GM-1444091
CA-2015-AB10523-42139,2015-05-15,2015-05-15,Same Day,High,USCA,Canada,AB-10523
MX-2015-JB1540051-42263,2015-09-16,2015-09-18,First Class,High,LATAM,Central America,JB-1540051
IN-2015-JS1603097-42223,2015-08-07,2015-08-12,Standard Class,Medium,Asia Pacific,Southern Asia,JS-1603097
IN-2014-AM10705102-41891,2014-09-09,2014-09-09,Same Day,High,Asia Pacific,Southeastern Asia,AM-10705102
MX-2015-SF2020039-42255,2015-09-08,2015-09-11,First Class,Critical,LATAM,Central America,SF-2020039
MX-2013-JF1529531-41564,2013-10-17,2013-10-21,Standard Class,High,LATAM,Caribbean,JF-1529531
ID-2015-KH16510102-42052,2015-02-17,2015-02-18,First Class,High,Asia Pacific,Southeastern Asia,KH-16510102
IN-2013-DL1333058-41328,2013-02-23,2013-02-28,Standard Class,Medium,Asia Pacific,Southern Asia,DL-1333058
IN-2013-KN163907-41611,2013-12-03,2013-12-10,Standard Class,Medium,Asia Pacific,Oceania,KN-163907
IN-2013-SV2093527-41620,2013-12-12,2013-12-14,First Class,Critical,Asia Pacific,Eastern Asia,SV-2093527
IN-2015-MD178607-42171,2015-06-16,2015-06-21,Standard Class,High,Asia Pacific,Oceania,MD-178607
ES-2013-LS1720045-41628,2013-12-20,2013-12-22,First Class,High,Europe,Western Europe,LS-1720045
MX-2015-JM1586582-42137,2015-05-13,2015-05-17,Standard Class,High,LATAM,Central America,JM-1586582
CA-2015-AB10105140-42220,2015-08-04,2015-08-08,Standard Class,High,USCA,Central US,AB-101051402
IN-2015-CM124457-42315,2015-11-07,2015-11-11,Standard Class,High,Asia Pacific,Oceania,CM-124457
IT-2014-SS20140104-41800,2014-06-10,2014-06-14,Standard Class,Medium,Europe,Southern Europe,SS-20140104
